first_name,last_name,stock_id,trade_type,trader,trade_value,notes,notified_date,transaction_date
Tommy,Tuberville,XOM,Purchase,Joint,"$50,001 - $100,000",Exxon Mobil Corporation Common Stock,11-10-2022,10-06-2022
Tommy,Tuberville,EXR,Purchase,Joint,"$1,001 - $15,000",Extra Space Storage Inc Common Stock,11-10-2022,10-06-2022
Tommy,Tuberville,ETSY,Purchase,Joint,"$1,001 - $15,000","Etsy, Inc. - Common Stock",11-10-2022,10-06-2022
Tommy,Tuberville,ELS,Purchase,Joint,"$1,001 - $15,000","Equity Lifestyle Properties, Inc. Common Stock",11-10-2022,10-06-2022
Tommy,Tuberville,DQ,Purchase,Joint,"$1,001 - $15,000","DAQO New Energy Corp. American Depositary Shares,",11-10-2022,10-06-2022
Tommy,Tuberville,CROX,Purchase,Joint,"$1,001 - $15,000","Crocs, Inc. - Common Stock",11-10-2022,10-06-2022
Tommy,Tuberville,CSCO,Purchase,Joint,"$1,001 - $15,000","Cisco Systems, Inc. - Common Stock",11-10-2022,10-06-2022
Tommy,Tuberville,AMGN,Purchase,Joint,"$1,001 - $15,000",Amgen Inc. - Common Stock,11-10-2022,10-06-2022
Tommy,Tuberville,AMT,Purchase,Joint,"$1,001 - $15,000",American Tower Corporation (REIT) Common Stock,11-10-2022,10-05-2022
Tommy,Tuberville,ZTS,Sale (Full),Joint,"$1,001 - $15,000",Zoetis Inc. Class A Common Stock,11-10-2022,10-05-2022
Tommy,Tuberville,WIT,Sale (Full),Joint,"$1,001 - $15,000",Wipro Limited Common Stock,11-10-2022,10-05-2022
Tommy,Tuberville,SEIC,Sale (Full),Joint,"$1,001 - $15,000",SEI Investments Company - Common Stock,11-10-2022,10-05-2022
Tommy,Tuberville,RMD,Sale (Full),Joint,"$1,001 - $15,000",ResMed Inc. Common Stock,11-10-2022,10-05-2022
Tommy,Tuberville,TROW,Sale (Full),Joint,"$1,001 - $15,000","T. Rowe Price Group, Inc. - Common Stock",11-10-2022,10-05-2022
Tommy,Tuberville,NOC,Sale (Full),Joint,"$1,001 - $15,000",Northrop Grumman Corporation Common Stock,11-10-2022,10-05-2022
Tommy,Tuberville,NVDA,Sale (Full),Joint,"$1,001 - $15,000",NVIDIA Corporation - Common Stock,11-10-2022,10-05-2022
Tommy,Tuberville,MNST,Sale (Full),Joint,"$1,001 - $15,000",Monster Beverage Corporation - Common Stock,11-10-2022,10-05-2022
Tommy,Tuberville,MSFT,Sale (Partial),Joint,"$100,001 - $250,000",Microsoft Corporation - Common Stock,11-10-2022,10-05-2022
Tommy,Tuberville,MASI,Sale (Full),Joint,"$1,001 - $15,000",Masimo Corporation - Common Stock,11-10-2022,10-05-2022
Tommy,Tuberville,MKTX,Sale (Full),Joint,"$1,001 - $15,000","MarketAxess Holdings, Inc. - Common Stock",11-10-2022,10-05-2022
Tommy,Tuberville,IDXX,Sale (Full),Joint,"$1,001 - $15,000","IDEXX Laboratories, Inc. - Common Stock",11-10-2022,10-05-2022
Tommy,Tuberville,HON,Sale (Full),Joint,"$1,001 - $15,000",Honeywell International Inc. - Common Stock,11-10-2022,10-05-2022
Tommy,Tuberville,GGG,Sale (Full),Joint,"$1,001 - $15,000",Graco Inc. Common Stock,11-10-2022,10-05-2022
Tommy,Tuberville,IT,Sale (Full),Joint,"$1,001 - $15,000","Gartner, Inc. Common Stock",11-10-2022,10-05-2022
Tommy,Tuberville,GRMN,Sale (Full),Joint,"$1,001 - $15,000",Garmin Ltd. - Common Stock,11-10-2022,10-05-2022
Tommy,Tuberville,FAST,Sale (Full),Joint,"$1,001 - $15,000",Fastenal Company - Common Stock,11-10-2022,10-05-2022
Tommy,Tuberville,EL,Sale (Full),Joint,"$1,001 - $15,000","Estee Lauder Companies, Inc. (The) Common Stock",11-10-2022,10-05-2022
Tommy,Tuberville,DHI,Sale (Full),Joint,"$1,001 - $15,000","D.R. Horton, Inc. Common Stock",11-10-2022,10-05-2022
Tommy,Tuberville,CHD,Sale (Full),Joint,"$1,001 - $15,000","Church &amp; Dwight Company, Inc. Common Stock",11-10-2022,10-05-2022
Tommy,Tuberville,AMAT,Sale (Full),Joint,"$1,001 - $15,000","Applied Materials, Inc. - Common Stock",11-10-2022,10-05-2022
Tommy,Tuberville,ALGN,Sale (Full),Joint,"$1,001 - $15,000","Align Technology, Inc. - Common Stock",11-10-2022,10-05-2022
Tommy,Tuberville,APD,Sale (Full),Joint,"$1,001 - $15,000","Air Products and Chemicals, Inc. Common Stock",11-10-2022,10-05-2022
Tommy,Tuberville,MRO,Sale (Full),Joint,"$1,001 - $15,000",Marathon Oil Corporation Common Stock Option Type: Short Sale Strike price: $23.00  Expires: 04/21/2023,11-10-2022,10-04-2022
Tommy,Tuberville,OXY,Sale (Full),Joint,"$1,001 - $15,000",Occidental Petroleum Corporation Common Stock Option Type: Short Sale Strike price: $60.00  Expires: 05/19/2023,11-10-2022,10-04-2022
Tommy,Tuberville,OXY,Sale (Full),Joint,"$1,001 - $15,000",Occidental Petroleum Corporation Common Stock Option Type: Short Sale Strike price: $60.00  Expires: 05/19/2023,11-10-2022,10-04-2022
Tommy,Tuberville,OXY,Sale (Full),Joint,"$1,001 - $15,000",Occidental Petroleum Corporation Common Stock Option Type: Short Sale Strike price: $60.00  Expires: 05/19/2023,11-10-2022,10-04-2022
Tommy,Tuberville,OXY,Purchase,Joint,"$1,001 - $15,000",Occidental Petroleum Corporation Common Stock Option Type: Short Sale Strike price: $60.00  Expires: 05/19/2023,11-10-2022,10-04-2022
Tommy,Tuberville,FTBFX,Sale (Full),Self,"$15,001 - $50,000",Fidelity Total Bond,11-10-2022,10-25-2022
Tommy,Tuberville,FDX,Sale (Full),Joint,"$1,001 - $15,000",FedEx Corporation Common Stock,11-10-2022,10-25-2022
Tommy,Tuberville,MSFT,Sale (Partial),Joint,"$1,001 - $15,000",Microsoft Corporation - Common Stock Option Type: Short Sale Strike price: $265.00  Expires: 04/21/2023,10-12-2022,09-20-2022
Tommy,Tuberville,X,Sale (Partial),Joint,"$1,001 - $15,000",United States Steel Corporation Common Stock Option Type: Short Sale Strike price: $24.00  Expires: 04/21/2023,10-12-2022,09-20-2022
Tommy,Tuberville,X,Purchase,Joint,"$100,001 - $250,000",United States Steel Corporation Common Stock,10-12-2022,09-19-2022
Tommy,Tuberville,MSFT,Purchase,Joint,"$250,001 - $500,000",Microsoft Corporation - Common Stock,10-12-2022,09-19-2022
Tommy,Tuberville,ARKK,Purchase,Joint,"$1,001 - $15,000",Ark Innovation ETF,10-12-2022,09-19-2022
Tommy,Tuberville,F,Sale (Full),Joint,"$15,001 - $50,000",Ford Motor Company Common Stock Option Type: Short Sale Strike price: $17.00  Expires: 06/16/2023,10-12-2022,09-12-2022
Tommy,Tuberville,F,Purchase,Joint,"$1,001 - $15,000",Ford Motor Company Common Stock Option Type: Put Strike price: $17.00  Expires: 09/16/2022,10-12-2022,09-12-2022
Tommy,Tuberville,F,Purchase,Joint,"$1,001 - $15,000",Ford Motor Company Common Stock Option Type: Put Strike price: $17.00  Expires: 09/16/2022,10-12-2022,09-12-2022
Tommy,Tuberville,ECOM,Sale (Full),Joint,"$500,001 - $1,000,000",ChannelAdvisor Corporation Common Stock,10-12-2022,09-07-2022
Tommy,Tuberville,ARKK,Purchase,Joint,"$50,001 - $100,000",Ark Innovation ETF,10-12-2022,09-07-2022
Tommy,Tuberville,NU,Purchase,Joint,"$1,001 - $15,000",Nu Holdings Ltd. Class A Ordinary Shares,10-12-2022,09-06-2022
Tommy,Tuberville,IVV,Sale (Full),Self,"$15,001 - $50,000",iShares Core S&amp;P 500 ETF,09-15-2022,08-01-2022
Tommy,Tuberville,EFAV,Sale (Full),Self,"$15,001 - $50,000",iShares MSCI EAFE Min Vol Factor ETF,09-15-2022,08-01-2022
Tommy,Tuberville,XLY,Sale (Full),Self,"$15,001 - $50,000",SPDR Select Sector Fund - Consumer Discretionary,09-15-2022,08-01-2022
Tommy,Tuberville,VTRS,Sale (Full),Self,"$1,001 - $15,000",Viatris Inc. - Common Stock,09-15-2022,08-01-2022
Tommy,Tuberville,ABNFX,Purchase,Self,"$15,001 - $50,000",The Bond Fd of America Class F-2 Shares,09-15-2022,08-01-2022
Tommy,Tuberville,RSP,Purchase,Self,"$15,001 - $50,000",Invesco S&amp;P 500 Equal Weight ETF,09-15-2022,08-01-2022
Tommy,Tuberville,IDV,Purchase,Self,"$15,001 - $50,000",iShares International Select Dividend ETF,09-15-2022,08-01-2022
Tommy,Tuberville,DHS,Purchase,Self,"$15,001 - $50,000",Wisdomtree U.S. High Dividend Fund,09-15-2022,08-01-2022
Tommy,Tuberville,PCNNX,Sale (Full),Self,"$15,001 - $50,000",Pimco Investment Grade Credit Bond Fund Class I-,09-15-2022,08-01-2022
Tommy,Tuberville,JHCBX,Sale (Full),Joint,"$15,001 - $50,000",John Hancock Bond Fund Cl C,09-15-2022,08-01-2022
Tommy,Tuberville,ORCL,Sale (Full),Joint,"$1,001 - $15,000",Oracle Corporation Common Stock,09-15-2022,08-01-2022
Tommy,Tuberville,XLC,Sale (Full),Joint,"$15,001 - $50,000",The Communication Services Select Sector SPDR Fund,09-15-2022,08-01-2022
Tommy,Tuberville,TSCO,Sale (Full),Joint,"$1,001 - $15,000",Tractor Supply Company - Common Stock,09-15-2022,08-01-2022
Tommy,Tuberville,MUB,Purchase,Joint,"$50,001 - $100,000",iShares National Muni Bond ETF,09-15-2022,08-01-2022
Tommy,Tuberville,OC,Purchase,Joint,"$15,001 - $50,000",Owens Corning Inc Common Stock New,09-15-2022,08-01-2022
Tommy,Tuberville,SSYS,Sale (Full),Joint,"$50,001 - $100,000","Stratasys, Ltd. - Common Stock",09-15-2022,08-26-2022
Tommy,Tuberville,ARKK,Purchase,Joint,"$50,001 - $100,000",Ark Innovation ETF,09-15-2022,08-25-2022
Tommy,Tuberville,MRO,Purchase,Joint,"$1,001 - $15,000",Marathon Oil Corporation Common Stock Option Type: Put Strike price: $20.00  Expires: 09/16/2022,09-15-2022,08-18-2022
Tommy,Tuberville,X,Purchase,Joint,"$1,001 - $15,000",United States Steel Corporation Common Stock Option Type: Put Strike price: $20.00  Expires: 09/16/2022,09-15-2022,08-12-2022
Tommy,Tuberville,INTC,Purchase,Joint,"$1,001 - $15,000",Intel Corporation - Common Stock,09-15-2022,08-05-2022
Tommy,Tuberville,INTC,Purchase,Joint,"$100,001 - $250,000",Intel Corporation - Common Stock,09-15-2022,08-05-2022
Tommy,Tuberville,CLF,Sale (Full),Joint,"$1,001 - $15,000",Cleveland-Cliffs Inc. Common Stock Option Type: Short Sale Strike price: $22.00  Expires: 06/16/2023,09-15-2022,08-03-2022
Tommy,Tuberville,PYPL,Sale (Full),Joint,"$15,001 - $50,000","PayPal Holdings, Inc. - Common Stock Option Type: Short Sale Strike price: $125.00  Expires: 06/16/2023",09-15-2022,08-03-2022
Tommy,Tuberville,CLF,Purchase,Joint,"$50,001 - $100,000",Cleveland-Cliffs Inc. Common Stock,08-15-2022,07-18-2022
Tommy,Tuberville,ECOM,Purchase,Joint,"$100,001 - $250,000",ChannelAdvisor Corporation Common Stock,08-15-2022,07-14-2022
Tommy,Tuberville,BRK.B,Sale (Full),Joint,"$100,001 - $250,000",Berkshire Hathaway Inc. New Common Stock,07-13-2022,06-17-2022
Tommy,Tuberville,PYPL,Purchase,Joint,"$50,001 - $100,000","PayPal Holdings, Inc. - Common Stock",07-13-2022,06-29-2022
Tommy,Tuberville,QCOM,Sale (Partial),Joint,"$50,001 - $100,000",QUALCOMM Incorporated - Common Stock Option Type: Short Sale Strike price: $135.00  Expires: 06/16/2023,07-13-2022,06-28-2022
Tommy,Tuberville,QCOM,Sale (Partial),Joint,"$250,001 - $500,000",QUALCOMM Incorporated - Common Stock,07-13-2022,06-28-2022
Tommy,Tuberville,X,Sale (Partial),Joint,"$1,001 - $15,000",United States Steel Corporation Common Stock Option Type: Short Sale Strike price: $22.00  Expires: 09/16/2022,07-13-2022,06-22-2022
Tommy,Tuberville,GOLD,Purchase,Joint,"$1,001 - $15,000",Barrick Gold Corporation Common Stock (BC) Option Type: Call Strike price: $27.00  Expires: 01/20/2023,07-13-2022,06-22-2022
Tommy,Tuberville,GOLD,Sale (Full),Joint,"$50,001 - $100,000",Barrick Gold Corporation Common Stock (BC),07-13-2022,06-22-2022
Tommy,Tuberville,X,Purchase,Joint,"$100,001 - $250,000",United States Steel Corporation Common Stock,07-13-2022,06-21-2022
Tommy,Tuberville,SSYS,Purchase,Joint,"$1,001 - $15,000","Stratasys, Ltd. - Common Stock",07-13-2022,06-21-2022
Tommy,Tuberville,INTC,Purchase,Joint,"$50,001 - $100,000",Intel Corporation - Common Stock,07-13-2022,06-21-2022
Tommy,Tuberville,SCCO,Sale (Full),Joint,"$100,001 - $250,000",Southern Copper Corporation Common Stock,07-13-2022,06-17-2022
Tommy,Tuberville,PYPL,Purchase,Joint,"$100,001 - $250,000","PayPal Holdings, Inc. - Common Stock",07-13-2022,06-17-2022
Tommy,Tuberville,EVT,Sale (Full),Joint,"$50,001 - $100,000",Eaton Vance Tax Advantaged Dividend Income Fund Co,07-13-2022,06-17-2022
Tommy,Tuberville,CVX,Sale (Full),Joint,"$1,001 - $15,000",Chevron Corporation Common Stock,07-13-2022,06-17-2022
Tommy,Tuberville,QCOM,Purchase,Joint,"$250,001 - $500,000",QUALCOMM Incorporated - Common Stock,07-13-2022,06-16-2022
Tommy,Tuberville,PYPL,Purchase,Joint,"$1,001 - $15,000","PayPal Holdings, Inc. - Common Stock",07-13-2022,06-16-2022
Tommy,Tuberville,NVDA,Sale (Full),Joint,"$15,001 - $50,000",NVIDIA Corporation - Common Stock Option Type: Short Sale Strike price: $150.00  Expires: 03/17/2023,07-13-2022,06-15-2022
Tommy,Tuberville,PYPL,Sale (Full),Joint,"$50,001 - $100,000","PayPal Holdings, Inc. - Common Stock Option Type: Short Sale Strike price: $150.00  Expires: 09/15/2023",07-13-2022,06-15-2022
Tommy,Tuberville,PYPL,Purchase,Joint,"$50,001 - $100,000","PayPal Holdings, Inc. - Common Stock Option Type: Put Strike price: $220.00  Expires: 06/17/2022",07-13-2022,06-15-2022
Tommy,Tuberville,QCOM,Purchase,Joint,"$1,001 - $15,000",QUALCOMM Incorporated - Common Stock Option Type: Put Strike price: $130.00  Expires: 06/17/2022,07-13-2022,06-15-2022
Tommy,Tuberville,NVDA,Purchase,Joint,"$15,001 - $50,000",NVIDIA Corporation - Common Stock Option Type: Put Strike price: $180.00  Expires: 06/17/2022,07-13-2022,06-15-2022
Tommy,Tuberville,SSYS,Purchase,Joint,"$1,001 - $15,000","Stratasys, Ltd. - Common Stock",07-13-2022,06-14-2022
Tommy,Tuberville,SSYS,Purchase,Joint,"$15,001 - $50,000","Stratasys, Ltd. - Common Stock",07-13-2022,06-09-2022
Tommy,Tuberville,INTC,Purchase,Joint,"$15,001 - $50,000",Intel Corporation - Common Stock,07-13-2022,06-09-2022
Tommy,Tuberville,NVDA,Purchase,Joint,"$1,001 - $15,000",NVIDIA Corporation - Common Stock Option Type: Short Sale Strike price: $150.00  Expires: 12/16/2022,07-13-2022,06-08-2022
Tommy,Tuberville,EVT,Purchase,Joint,"$15,001 - $50,000",Eaton Vance Tax Advantaged Dividend Income Fund Co,07-13-2022,06-06-2022
Tommy,Tuberville,ECOM,Purchase,Joint,"$1,001 - $15,000",ChannelAdvisor Corporation Common Stock,07-13-2022,06-01-2022
Tommy,Tuberville,X,Sale (Partial),Joint,"$15,001 - $50,000",United States Steel Corporation Common Stock Option Type: Put Strike price: $23.00  Expires: 01/20/2023,06-13-2022,05-31-2022
Tommy,Tuberville,X,Sale (Full),Joint,"$15,001 - $50,000",United States Steel Corporation Common Stock Option Type: Call Strike price: $30.00  Expires: 01/20/2023,06-13-2022,05-31-2022
Tommy,Tuberville,X,Purchase,Joint,"$100,001 - $250,000",United States Steel Corporation Common Stock,06-13-2022,05-31-2022
Tommy,Tuberville,PYPL,Purchase,Joint,"$50,001 - $100,000","PayPal Holdings, Inc. - Common Stock",06-13-2022,05-20-2022
Tommy,Tuberville,PYPL,Purchase,Joint,"$250,001 - $500,000","PayPal Holdings, Inc. - Common Stock",06-13-2022,05-19-2022
Tommy,Tuberville,SQ,Sale (Full),Self,"$1,001 - $15,000","Block, Inc. Class A Common Stock,",05-13-2022,04-11-2022
Tommy,Tuberville,PYPL,Purchase,Self,"$15,001 - $50,000","PayPal Holdings, Inc. - Common Stock",05-13-2022,04-11-2022
Tommy,Tuberville,PYPL,Sale (Full),Joint,"$50,001 - $100,000","PayPal Holdings, Inc. - Common Stock",05-13-2022,04-28-2022
Tommy,Tuberville,PYPL,Purchase,Joint,"$1,001 - $15,000","PayPal Holdings, Inc. - Common Stock Option Type: Call Strike price: $135.00  Expires: 09/16/2022",05-13-2022,04-28-2022
Tommy,Tuberville,PYPL,Sale (Full),Joint,"$50,001 - $100,000","PayPal Holdings, Inc. - Common Stock Option Type: Short Sale Strike price: $125.00  Expires: 06/16/2023",05-13-2022,04-28-2022
Tommy,Tuberville,ECOM,Purchase,Joint,"$100,001 - $250,000",ChannelAdvisor Corporation Common Stock,05-13-2022,04-21-2022
Tommy,Tuberville,WST,Sale (Full),Joint,"$1,001 - $15,000","West Pharmaceutical Services, Inc. Common Stock",04-08-2022,03-30-2022
Tommy,Tuberville,VEEV,Sale (Full),Joint,"$1,001 - $15,000",Veeva Systems Inc. Class A Common Stock,04-08-2022,03-30-2022
Tommy,Tuberville,VMW,Sale (Full),Joint,"$1,001 - $15,000","Vmware, Inc. Common stock, Class A",04-08-2022,03-30-2022
Tommy,Tuberville,SNA,Sale (Full),Joint,"$1,001 - $15,000",Snap-On Incorporated Common Stock,04-08-2022,03-30-2022
Tommy,Tuberville,SIVB,Sale (Full),Joint,"$1,001 - $15,000",SVB Financial Group - Common Stock,04-08-2022,03-30-2022
Tommy,Tuberville,SPGI,Sale (Full),Joint,"$1,001 - $15,000",S&amp;P Global Inc. Common Stock,04-08-2022,03-30-2022
Tommy,Tuberville,ROK,Sale (Full),Joint,"$1,001 - $15,000","Rockwell Automation, Inc. Common Stock",04-08-2022,03-30-2022
Tommy,Tuberville,REGN,Sale (Full),Joint,"$1,001 - $15,000","Regeneron Pharmaceuticals, Inc. - Common Stock",04-08-2022,03-30-2022
Tommy,Tuberville,NFLX,Sale (Full),Joint,"$1,001 - $15,000","Netflix, Inc. - Common Stock",04-08-2022,03-30-2022
Tommy,Tuberville,LMST,Purchase,Joint,"$1,001 - $15,000","Limestone Bancorp, Inc. - Common Stock",04-08-2022,03-30-2022
Tommy,Tuberville,KEY,Purchase,Joint,"$1,001 - $15,000",KeyCorp Common Stock,04-08-2022,03-30-2022
Tommy,Tuberville,INTU,Sale (Full),Joint,"$1,001 - $15,000",Intuit Inc. - Common Stock,04-08-2022,03-30-2022
Tommy,Tuberville,GNRC,Sale (Full),Joint,"$1,001 - $15,000",Generac Holdlings Inc. Common Stock,04-08-2022,03-30-2022
Tommy,Tuberville,FGBI,Purchase,Joint,"$1,001 - $15,000","First Guaranty Bancshares, Inc. - Common Stock",04-08-2022,03-30-2022
Tommy,Tuberville,FITB,Purchase,Joint,"$1,001 - $15,000",Fifth Third Bancorp - Common Stock,04-08-2022,03-30-2022
Tommy,Tuberville,EXP,Sale (Full),Joint,"$1,001 - $15,000",Eagle Materials Inc Common Stock,04-08-2022,03-30-2022
Tommy,Tuberville,DEO,Sale (Full),Joint,"$1,001 - $15,000",Diageo plc Common Stock,04-08-2022,03-30-2022
Tommy,Tuberville,CFG,Purchase,Joint,"$1,001 - $15,000","Citizens Financial Group, Inc. Common Stock",04-08-2022,03-30-2022
Tommy,Tuberville,CE,Sale (Full),Joint,"$1,001 - $15,000",Celanese Corporation Celanese Corporation Common S,04-08-2022,03-30-2022
Tommy,Tuberville,CP,Sale (Full),Joint,"$1,001 - $15,000",Canadian Pacific Railway Ltd,04-08-2022,03-30-2022
Tommy,Tuberville,CABO,Sale (Full),Joint,"$1,001 - $15,000","Cable One, Inc. Common Stock",04-08-2022,03-30-2022
Tommy,Tuberville,BKE,Sale (Full),Joint,"$1,001 - $15,000","Buckle, Inc. (The) Common Stock",04-08-2022,03-30-2022
Tommy,Tuberville,BIO,Sale (Full),Joint,"$1,001 - $15,000","Bio-Rad Laboratories, Inc. Class A Common Stock",04-08-2022,03-30-2022
Tommy,Tuberville,BMO,Purchase,Joint,"$1,001 - $15,000",Bank of Montreal,04-08-2022,03-30-2022
Tommy,Tuberville,TMO,Purchase,Joint,"$1,001 - $15,000",Thermo Fisher Scientific Inc Common Stock,04-08-2022,03-30-2022
Tommy,Tuberville,RMD,Purchase,Joint,"$1,001 - $15,000",ResMed Inc. Common Stock,04-08-2022,03-30-2022
Tommy,Tuberville,RF,Purchase,Joint,"$1,001 - $15,000",Regions Financial Corporation Common Stock,04-08-2022,03-30-2022
Tommy,Tuberville,NOC,Purchase,Joint,"$1,001 - $15,000",Northrop Grumman Corporation Common Stock,04-08-2022,03-30-2022
Tommy,Tuberville,NDAQ,Purchase,Joint,"$1,001 - $15,000","Nasdaq, Inc. - Common Stock",04-08-2022,03-30-2022
Tommy,Tuberville,MRK,Purchase,Joint,"$1,001 - $15,000","Merck &amp; Company, Inc. Common Stock (new)",04-08-2022,03-30-2022
Tommy,Tuberville,MASI,Purchase,Joint,"$1,001 - $15,000",Masimo Corporation - Common Stock,04-08-2022,03-30-2022
Tommy,Tuberville,MMC,Purchase,Joint,"$1,001 - $15,000","Marsh &amp; McLennan Companies, Inc. Common Stock",04-08-2022,03-30-2022
Tommy,Tuberville,MKSI,Purchase,Joint,"$1,001 - $15,000","MKS Instruments, Inc. - Common Stock",04-08-2022,03-30-2022
Tommy,Tuberville,HUMA,Purchase,Joint,"$15,001 - $50,000","Humacyte, Inc. - Common Stock",04-08-2022,03-30-2022
Tommy,Tuberville,HON,Purchase,Joint,"$1,001 - $15,000",Honeywell International Inc. - Common Stock,04-08-2022,03-30-2022
Tommy,Tuberville,GFI,Purchase,Joint,"$1,001 - $15,000",Gold Fields Limited American Depositary Shares,04-08-2022,03-30-2022
Tommy,Tuberville,IT,Purchase,Joint,"$1,001 - $15,000","Gartner, Inc. Common Stock",04-08-2022,03-30-2022
Tommy,Tuberville,DHI,Purchase,Joint,"$1,001 - $15,000","D.R. Horton, Inc. Common Stock",04-08-2022,03-30-2022
Tommy,Tuberville,CDNS,Purchase,Joint,"$1,001 - $15,000","Cadence Design Systems, Inc. - Common Stock",04-08-2022,03-30-2022
Tommy,Tuberville,AME,Purchase,Joint,"$1,001 - $15,000","AMETEK, Inc.",04-08-2022,03-30-2022
Tommy,Tuberville,GOOG,Purchase,Joint,"$1,001 - $15,000",Alphabet Inc. - Class C Capital Stock,04-08-2022,03-30-2022
Tommy,Tuberville,ABBV,Purchase,Joint,"$1,001 - $15,000",AbbVie Inc. Common Stock,04-08-2022,03-30-2022
Tommy,Tuberville,GOLD,Sale (Full),Joint,"$1,001 - $15,000",Barrick Gold Corporation Common Stock (BC) Option Type: Short Sale Strike price: $27.00  Expires: 01/20/2023,04-08-2022,03-23-2022
Tommy,Tuberville,GOLD,Sale (Full),Joint,"$1,001 - $15,000",Barrick Gold Corporation Common Stock (BC) Option Type: Short Sale Strike price: $23.00  Expires: 01/20/2023,04-08-2022,03-23-2022
Tommy,Tuberville,MSFT,Sale (Full),Joint,"$15,001 - $50,000",Microsoft Corporation - Common Stock Option Type: Short Sale Strike price: $265.00  Expires: 10/21/2022,04-08-2022,03-22-2022
Tommy,Tuberville,SCCO,Purchase,Joint,"$1,001 - $15,000",Southern Copper Corporation Common Stock Option Type: Put Strike price: $55.00  Expires: 06/17/2022,04-08-2022,03-22-2022
Tommy,Tuberville,NU,Purchase,Joint,"$1,001 - $15,000",Nu Holdings Ltd. Class A Ordinary Shares Option Type: Short Sale Strike price: $9.00  Expires: 12/16/22,04-08-2022,03-22-2022
Tommy,Tuberville,ECOM,Purchase,Joint,"$15,001 - $50,000",ChannelAdvisor Corporation Common Stock,04-08-2022,03-21-2022
Tommy,Tuberville,NU,Purchase,Joint,"$15,001 - $50,000",Nu Holdings Ltd. Class A Ordinary Shares,04-08-2022,03-21-2022
Tommy,Tuberville,ECOM,Purchase,Joint,"$50,001 - $100,000",ChannelAdvisor Corporation Common Stock,04-08-2022,03-08-2022
Ron,Wyden,AAPL,Sale (Partial),Spouse,"$50,001 - $100,000",Apple Inc. - Common Stock,03-23-2022,02-24-2022
Ron,Wyden,AAPL,Purchase,Spouse,"$50,001 - $100,000",Apple Inc. - Common Stock,03-23-2022,02-24-2022
Tommy,Tuberville,OXY,Sale (Partial),Joint,"$50,001 - $100,000",Occidental Petroleum Corporation Common Stock,03-11-2022,02-22-2022
Tommy,Tuberville,ARKK,Sale (Full),Joint,"$1,001 - $15,000",Ark Innovation ETF Option Type: Short Sale Strike price: $65.00  Expires: 09/16/2022,03-11-2022,02-17-2022
Tommy,Tuberville,ARKK,Sale (Full),Joint,"$1,001 - $15,000",Ark Innovation ETF Option Type: Short Sale Strike price: $65.00  Expires: 09/16/2022,03-11-2022,02-17-2022
Tommy,Tuberville,X,Sale (Full),Joint,"$1,001 - $15,000",United States Steel Corporation Common Stock Option Type: Short Sale Strike price: $22.00  Expires: 09/16/2022,03-11-2022,02-10-2022
Tommy,Tuberville,X,Sale (Full),Joint,"$1,001 - $15,000",United States Steel Corporation Common Stock Option Type: Short Sale Strike price: $27.00  Expires: 09/16/2022,03-11-2022,02-10-2022
Tommy,Tuberville,X,Sale (Full),Joint,"$1,001 - $15,000",United States Steel Corporation Common Stock Option Type: Short Sale Strike price: $27.00  Expires: 09/16/2022,03-11-2022,02-10-2022
Tommy,Tuberville,X,Purchase,Joint,"$100,001 - $250,000",United States Steel Corporation Common Stock,03-11-2022,02-10-2022
Tommy,Tuberville,PYPL,Sale (Full),Joint,"$1,001 - $15,000","PayPal Holdings, Inc. - Common Stock Option Type: Short Sale Strike price: $140.00  Expires: 09/16/2022",03-11-2022,02-09-2022
Tommy,Tuberville,PYPL,Sale (Full),Joint,"$1,001 - $15,000","PayPal Holdings, Inc. - Common Stock Option Type: Short Sale Strike price: $140.00  Expires: 09/16/2022",03-11-2022,02-09-2022
Tommy,Tuberville,PYPL,Sale (Full),Joint,"$1,001 - $15,000","PayPal Holdings, Inc. - Common Stock Option Type: Short Sale Strike price: $135.00  Expires: 09/16/2022",03-11-2022,02-09-2022
Tommy,Tuberville,PYPL,Purchase,Joint,"$15,001 - $50,000","PayPal Holdings, Inc. - Common Stock",03-11-2022,02-09-2022
Tommy,Tuberville,ECOM,Sale (Full),Joint,"$1,001 - $15,000",ChannelAdvisor Corporation Common Stock Option Type: Short Sale Strike price: $22.50  Expires: 09/16/2022,03-11-2022,02-07-2022
Tommy,Tuberville,ECOM,Sale (Full),Joint,"$1,001 - $15,000",ChannelAdvisor Corporation Common Stock Option Type: Short Sale Strike price: $22.50  Expires: 09/16/2022,03-11-2022,02-07-2022
Tommy,Tuberville,ECOM,Sale (Full),Joint,"$1,001 - $15,000",ChannelAdvisor Corporation Common Stock Option Type: Short Sale Strike price: $22.50  Expires: 09/16/2022,03-11-2022,02-07-2022
Tommy,Tuberville,ECOM,Sale (Full),Joint,"$1,001 - $15,000",ChannelAdvisor Corporation Common Stock Option Type: Short Sale Strike price: $22.50  Expires: 09/16/2022,03-11-2022,02-07-2022
Tommy,Tuberville,PYPL,Purchase,Joint,"$50,001 - $100,000","PayPal Holdings, Inc. - Common Stock",03-11-2022,02-07-2022
Tommy,Tuberville,F,Sale (Full),Joint,"$15,001 - $50,000",Ford Motor Company Common Stock Option Type: Short Sale Strike price: $20.00  Expires: 01/20/2023,03-11-2022,02-01-2022
