first_name,last_name,stock_id,trade_type,trader,trade_value,notes,notified_date,transaction_date
Ron,Wyden,UPS,Purchase,Spouse,"$50,001 - $100,000","United Parcel Service, Inc.",08-29-2020,08-19-2020
Ron,Wyden,NVDA,Purchase,Spouse,"$15,001 - $50,000",NVIDIA Corporation,08-29-2020,08-19-2020
Ron,Wyden,KR,Purchase,Spouse,"$15,001 - $50,000",The Kroger Co.,08-29-2020,08-19-2020
Ron,Wyden,FDX,Purchase,Spouse,"$15,001 - $50,000",FedEx Corporation,08-29-2020,08-19-2020
Ron,Wyden,LOW,Purchase,Spouse,"$15,001 - $50,000","Lowe's Companies, Inc.",08-29-2020,08-18-2020
Ron,Wyden,DHI,Purchase,Spouse,"$15,001 - $50,000","D.R. Horton, Inc.",08-29-2020,08-18-2020
Ron,Wyden,UPS,Purchase,Spouse,"$50,001 - $100,000","United Parcel Service, Inc.",08-29-2020,08-17-2020
Ron,Wyden,UPS,Purchase,Spouse,"$15,001 - $50,000","United Parcel Service, Inc.",08-29-2020,08-14-2020
Ron,Wyden,PSA,Purchase,Spouse,"$15,001 - $50,000",Public Storage,08-29-2020,08-14-2020
Ron,Wyden,FDX,Purchase,Spouse,"$15,001 - $50,000",FedEx Corporation,08-29-2020,08-14-2020
Ron,Wyden,F,Purchase,Spouse,"$15,001 - $50,000",Ford Motor Company,08-29-2020,08-11-2020
Ron,Wyden,DHI,Purchase,Spouse,"$50,001 - $100,000","D.R. Horton, Inc.",08-29-2020,08-11-2020
Ron,Wyden,AAPL,Purchase,Spouse,"$50,001 - $100,000",Apple Inc.,08-29-2020,08-07-2020
Ron,Wyden,WDAY,Purchase,Spouse,"$1,001 - $15,000","Workday, Inc.",08-29-2020,08-05-2020
Ron,Wyden,PSA,Purchase,Spouse,"$15,001 - $50,000",Public Storage,08-29-2020,08-05-2020
Ron,Wyden,KR,Purchase,Spouse,"$1,001 - $15,000",The Kroger Co.,08-29-2020,08-05-2020
Ron,Wyden,DHI,Purchase,Spouse,"$1,001 - $15,000","D.R. Horton, Inc.",08-29-2020,08-05-2020
Ron,Wyden,COUP,Purchase,Spouse,"$15,001 - $50,000",Coupa Software Incorporated,08-29-2020,08-05-2020
Ron,Wyden,CLX,Purchase,Spouse,"$1,001 - $15,000",The Clorox Company,08-29-2020,08-05-2020
Ron,Wyden,BYND,Purchase,Spouse,"$15,001 - $50,000","Beyond Meat, Inc.",08-29-2020,08-05-2020
Ron,Wyden,PSA,Purchase,Spouse,"$50,001 - $100,000",Public Storage,08-29-2020,08-04-2020
Ron,Wyden,MTCH,Purchase,Spouse,"$1,001 - $15,000","Match Group, Inc.",08-29-2020,08-04-2020
Ron,Wyden,KR,Purchase,Spouse,"$1,001 - $15,000",The Kroger Co.,08-29-2020,08-04-2020
Ron,Wyden,KLAC,Purchase,Spouse,"$15,001 - $50,000",KLA Corporation,08-29-2020,08-04-2020
Ron,Wyden,DIS,Purchase,Spouse,"$15,001 - $50,000",The Walt Disney Company,08-29-2020,08-04-2020
Ron,Wyden,MAR,Sale (Full),Spouse,"$100,001 - $250,000","Marriott International, Inc.",08-29-2020,08-03-2020
Ron,Wyden,VAC,Sale (Full),Spouse,"$15,001 - $50,000",Marriott Vacations Worldwide Corporation,08-29-2020,08-03-2020
Ron,Wyden,INTC,Sale (Full),Spouse,"$15,001 - $50,000",Intel Corporation,08-29-2020,08-03-2020
Ron,Wyden,MSFT,Purchase,Spouse,"$50,001 - $100,000",Microsoft Corporation,08-29-2020,07-31-2020
Ron,Wyden,OSK,Purchase,Spouse,"$15,001 - $50,000",Oshkosh Corporation,08-29-2020,07-30-2020
Ron,Wyden,NVDA,Purchase,Spouse,"$50,001 - $100,000",NVIDIA Corporation,08-29-2020,07-30-2020
Ron,Wyden,BYND,Purchase,Spouse,"$15,001 - $50,000","Beyond Meat, Inc.",08-29-2020,07-30-2020
Ron,Wyden,STX,Purchase,Spouse,"$15,001 - $50,000",Seagate Technology plc,07-31-2020,07-02-2020
Ron,Wyden,AMZN,Purchase,Spouse,"$15,001 - $50,000","Amazon.com, Inc.",07-31-2020,07-02-2020
Ron,Wyden,STX,Purchase,Spouse,"$50,001 - $100,000",Seagate Technology plc,07-31-2020,07-06-2020
Ron,Wyden,AMZN,Purchase,Spouse,"$15,001 - $50,000","Amazon.com, Inc.",07-31-2020,07-06-2020
Ron,Wyden,AAPL,Purchase,Spouse,"$50,001 - $100,000",Apple Inc.,07-31-2020,07-06-2020
Ron,Wyden,KLAC,Purchase,Spouse,"$15,001 - $50,000",KLA Corporation,07-31-2020,07-06-2020
Ron,Wyden,MSFT,Purchase,Spouse,"$15,001 - $50,000",Microsoft Corporation,07-31-2020,07-06-2020
Ron,Wyden,NVDA,Purchase,Spouse,"$15,001 - $50,000",NVIDIA Corporation,07-31-2020,07-06-2020
Ron,Wyden,TRIP,Sale (Full),Spouse,"$50,001 - $100,000","TripAdvisor, Inc.",07-31-2020,07-07-2020
Ron,Wyden,AAPL,Purchase,Spouse,"$15,001 - $50,000",Apple Inc.,07-31-2020,07-13-2020
Ron,Wyden,CAT,Sale (Full),Spouse,"$50,001 - $100,000",Caterpillar Inc.,07-31-2020,07-13-2020
Ron,Wyden,COST,Purchase,Spouse,"$15,001 - $50,000",Costco Wholesale Corporation,07-31-2020,07-13-2020
Ron,Wyden,F,Purchase,Spouse,"$1,001 - $15,000",Ford Motor Company,07-31-2020,07-13-2020
Ron,Wyden,OSK,Purchase,Spouse,"$50,001 - $100,000",Oshkosh Corporation,07-31-2020,07-13-2020
Ron,Wyden,AAPL,Purchase,Spouse,"$15,001 - $50,000",Apple Inc.,07-31-2020,07-15-2020
Ron,Wyden,AAPL,Purchase,Spouse,"$15,001 - $50,000",Apple Inc.,07-31-2020,07-20-2020
Ron,Wyden,OSK,Purchase,Spouse,"$15,001 - $50,000",Oshkosh Corporation,07-31-2020,07-20-2020
Ron,Wyden,MSFT,Purchase,Spouse,"$100,001 - $250,000",Microsoft Corporation,07-31-2020,07-23-2020
Ron,Wyden,GOOG,Purchase,Spouse,"$15,001 - $50,000",Alphabet Inc.,07-31-2020,07-27-2020
Ron,Wyden,FB,Purchase,Spouse,"$15,001 - $50,000","Facebook, Inc.",07-31-2020,07-27-2020
Ron,Wyden,IRBT,Purchase,Spouse,"$15,001 - $50,000",iRobot Corporation,07-31-2020,07-27-2020
Ron,Wyden,NVDA,Purchase,Spouse,"$15,001 - $50,000",NVIDIA Corporation,07-31-2020,07-27-2020
Ron,Wyden,DHI,Purchase,Spouse,"$15,001 - $50,000","D.R. Horton, Inc.",07-31-2020,07-28-2020
Ron,Wyden,AMZN,Purchase,Spouse,"$15,001 - $50,000","Amazon.com, Inc.",07-02-2020,06-30-2020
Ron,Wyden,AAPL,Purchase,Spouse,"$15,001 - $50,000",Apple Inc.,07-02-2020,06-26-2020
Ron,Wyden,AMZN,Purchase,Spouse,"$15,001 - $50,000","Amazon.com, Inc.",07-02-2020,06-26-2020
Ron,Wyden,MSFT,Purchase,Spouse,"$15,001 - $50,000",Microsoft Corporation,07-02-2020,06-26-2020
Ron,Wyden,NFLX,Purchase,Spouse,"$15,001 - $50,000","Netflix, Inc.",07-02-2020,06-26-2020
Ron,Wyden,NVDA,Purchase,Spouse,"$15,001 - $50,000",NVIDIA Corporation,07-02-2020,06-26-2020
Ron,Wyden,AAPL,Purchase,Spouse,"$15,001 - $50,000",Apple Inc.,07-02-2020,06-24-2020
Ron,Wyden,COST,Purchase,Spouse,"$15,001 - $50,000",Costco Wholesale Corporation,07-02-2020,06-24-2020
Ron,Wyden,COUP,Purchase,Spouse,"$50,001 - $100,000",Coupa Software Incorporated,07-02-2020,06-24-2020
Ron,Wyden,DIS,Purchase,Spouse,"$50,001 - $100,000",The Walt Disney Company,07-02-2020,06-24-2020
Ron,Wyden,FB,Purchase,Spouse,"$15,001 - $50,000","Facebook, Inc.",07-02-2020,06-24-2020
Ron,Wyden,GOOG,Purchase,Spouse,"$15,001 - $50,000",Alphabet Inc.,07-02-2020,06-24-2020
Ron,Wyden,IRBT,Purchase,Spouse,"$15,001 - $50,000",iRobot Corporation,07-02-2020,06-24-2020
Ron,Wyden,MSFT,Purchase,Spouse,"$15,001 - $50,000",Microsoft Corporation,07-02-2020,06-24-2020
Ron,Wyden,NVDA,Purchase,Spouse,"$15,001 - $50,000",NVIDIA Corporation,07-02-2020,06-24-2020
Ron,Wyden,PYPL,Purchase,Spouse,"$15,001 - $50,000","PayPal Holdings, Inc.",07-02-2020,06-24-2020
Ron,Wyden,AAPL,Purchase,Spouse,"$50,001 - $100,000",Apple Inc.,07-02-2020,06-23-2020
Ron,Wyden,AMAT,Purchase,Spouse,"$15,001 - $50,000","Applied Materials, Inc.",07-02-2020,06-23-2020
Ron,Wyden,AVGO,Purchase,Spouse,"$15,001 - $50,000",Broadcom Inc.,07-02-2020,06-23-2020
Ron,Wyden,COUP,Purchase,Spouse,"$15,001 - $50,000",Coupa Software Incorporated,07-02-2020,06-23-2020
Ron,Wyden,MMM,Purchase,Spouse,"$50,001 - $100,000",3M Company,07-02-2020,06-23-2020
Ron,Wyden,MSFT,Purchase,Spouse,"$15,001 - $50,000",Microsoft Corporation,07-02-2020,06-23-2020
Ron,Wyden,AMAT,Purchase,Spouse,"$15,001 - $50,000","Applied Materials, Inc.",07-02-2020,06-17-2020
Ron,Wyden,COUP,Purchase,Spouse,"$15,001 - $50,000",Coupa Software Incorporated,07-02-2020,06-17-2020
Ron,Wyden,INTC,Purchase,Spouse,"$15,001 - $50,000",Intel Corporation,07-02-2020,06-17-2020
Ron,Wyden,KLAC,Purchase,Spouse,"$15,001 - $50,000",KLA Corporation,07-02-2020,06-17-2020
Ron,Wyden,MSFT,Purchase,Spouse,"$15,001 - $50,000",Microsoft Corporation,07-02-2020,06-17-2020
Ron,Wyden,NFLX,Purchase,Spouse,"$50,001 - $100,000","Netflix, Inc.",07-02-2020,06-03-2020
Ron,Wyden,VMC,Purchase,Spouse,"$50,001 - $100,000",Vulcan Materials Company,07-02-2020,06-04-2020
Ron,Wyden,STZ,Purchase,Spouse,"$50,001 - $100,000","Constellation Brands, Inc.",07-02-2020,06-04-2020
Ron,Wyden,RDS-B,Sale (Full),Spouse,"$1,001 - $15,000",Royal Dutch Shell plc,07-02-2020,06-04-2020
Ron,Wyden,PYPL,Purchase,Spouse,"$15,001 - $50,000","PayPal Holdings, Inc.",07-02-2020,06-04-2020
Ron,Wyden,MAR,Purchase,Spouse,"$15,001 - $50,000","Marriott International, Inc.",07-02-2020,06-04-2020
Ron,Wyden,KLAC,Purchase,Spouse,"$15,001 - $50,000",KLA Corporation,07-02-2020,06-04-2020
Ron,Wyden,FB,Purchase,Spouse,"$15,001 - $50,000","Facebook, Inc.",07-02-2020,06-04-2020
Ron,Wyden,AVGO,Purchase,Spouse,"$15,001 - $50,000",Broadcom Inc.,07-02-2020,06-04-2020
Ron,Wyden,VMC,Purchase,Spouse,"$15,001 - $50,000",Vulcan Materials Company,07-02-2020,06-05-2020
Ron,Wyden,TRIP,Purchase,Spouse,"$50,001 - $100,000","TripAdvisor, Inc.",07-02-2020,06-05-2020
Ron,Wyden,MAR,Purchase,Spouse,"$50,001 - $100,000","Marriott International, Inc.",07-02-2020,06-05-2020
Ron,Wyden,GOOG,Purchase,Spouse,"$15,001 - $50,000",Alphabet Inc.,07-02-2020,06-05-2020
Ron,Wyden,FB,Purchase,Spouse,"$15,001 - $50,000","Facebook, Inc.",07-02-2020,06-05-2020
Ron,Wyden,CAT,Purchase,Spouse,"$15,001 - $50,000",Caterpillar Inc.,07-02-2020,06-05-2020
Ron,Wyden,AMZN,Purchase,Spouse,"$15,001 - $50,000","Amazon.com, Inc.",07-02-2020,06-05-2020
Ron,Wyden,AMAT,Purchase,Spouse,"$15,001 - $50,000","Applied Materials, Inc.",07-02-2020,06-05-2020
Ron,Wyden,NVDA,Purchase,Spouse,"$50,001 - $100,000",NVIDIA Corporation,07-02-2020,06-12-2020
Ron,Wyden,DIS,Purchase,Spouse,"$50,001 - $100,000",The Walt Disney Company,07-02-2020,06-12-2020
Ron,Wyden,DIS,Purchase,Child,"$1,001 - $15,000",The Walt Disney Company,07-02-2020,06-12-2020
Ron,Wyden,DIS,Purchase,Child,"$1,001 - $15,000",The Walt Disney Company,07-02-2020,06-12-2020
Ron,Wyden,DIS,Purchase,Child,"$1,001 - $15,000",The Walt Disney Company,07-02-2020,06-12-2020
Ron,Wyden,AMZN,Purchase,Spouse,"$15,001 - $50,000","Amazon.com, Inc.",07-02-2020,06-02-2020
Ron,Wyden,BERY,Purchase,Spouse,"$50,001 - $100,000","Berry Global Group, Inc.",07-02-2020,06-02-2020
Ron,Wyden,TRIP,Purchase,Spouse,"$15,001 - $50,000","TripAdvisor, Inc.",06-01-2020,05-27-2020
Ron,Wyden,MAR,Purchase,Spouse,"$50,001 - $100,000","Marriott International, Inc.",06-01-2020,05-27-2020
Ron,Wyden,VAC,Purchase,Spouse,"$15,001 - $50,000",Marriott Vacations Worldwide Corporation,06-01-2020,05-27-2020
Ron,Wyden,NVDA,Purchase,Spouse,"$100,001 - $250,000",NVIDIA Corporation,06-01-2020,05-26-2020
Ron,Wyden,VAC,Purchase,Spouse,"$15,001 - $50,000",Marriott Vacations Worldwide Corporation,06-01-2020,05-26-2020
Ron,Wyden,GOOG,Purchase,Spouse,"$15,001 - $50,000",Alphabet Inc.,06-01-2020,05-21-2020
Ron,Wyden,PYPL,Purchase,Spouse,"$50,001 - $100,000","PayPal Holdings, Inc.",06-01-2020,05-20-2020
Ron,Wyden,FB,Purchase,Spouse,"$50,001 - $100,000","Facebook, Inc.",06-01-2020,05-20-2020
Ron,Wyden,UBER,Sale (Full),Spouse,"$15,001 - $50,000","Uber Technologies, Inc.",06-01-2020,05-11-2020
Ron,Wyden,UBER,Purchase,Spouse,"$15,001 - $50,000","Uber Technologies, Inc.",06-01-2020,05-08-2020
Ron,Wyden,AMZN,Purchase,Spouse,"$15,001 - $50,000","Amazon.com, Inc.",06-01-2020,05-01-2020
Ron,Wyden,QSR,Purchase,Spouse,"$15,001 - $50,000",Restaurant Brands International Inc.,06-01-2020,05-05-2020
Ron,Wyden,MCD,Purchase,Spouse,"$15,001 - $50,000",McDonald's Corporation,06-01-2020,05-05-2020
Ron,Wyden,DPZ,Purchase,Spouse,"$50,001 - $100,000","Domino's Pizza, Inc.",06-01-2020,05-05-2020
Ron,Wyden,BYND,Purchase,Spouse,"$15,001 - $50,000","Beyond Meat, Inc.",06-01-2020,05-05-2020
Ron,Wyden,STZ,Purchase,Spouse,"$15,001 - $50,000","Constellation Brands, Inc.",06-01-2020,05-07-2020
Ron,Wyden,MTCH,Purchase,Spouse,"$50,001 - $100,000","Match Group, Inc.",06-01-2020,05-07-2020
Ron,Wyden,BLL,Purchase,Spouse,"$50,001 - $100,000",Ball Corporation,06-01-2020,05-07-2020
Ron,Wyden,BRY,Purchase,Spouse,"$15,001 - $50,000",Berry Corporation,06-01-2020,05-07-2020
Ron,Wyden,GE,Sale (Full),Spouse,"$1,001 - $15,000",General Electric Company,06-01-2020,05-07-2020
Ron,Wyden,AMAT,Purchase,Spouse,"$15,001 - $50,000","Applied Materials, Inc.",05-05-2020,04-17-2020
Ron,Wyden,DIS,Purchase,Spouse,"$50,001 - $100,000",The Walt Disney Company,05-05-2020,04-17-2020
Ron,Wyden,DNKN,Purchase,Spouse,"$15,001 - $50,000","Dunkin' Brands Group, Inc.",05-05-2020,04-17-2020
Ron,Wyden,F,Purchase,Spouse,"$15,001 - $50,000",Ford Motor Company,05-05-2020,04-17-2020
Ron,Wyden,GOOG,Purchase,Spouse,"$50,001 - $100,000",Alphabet Inc.,05-05-2020,04-17-2020
Ron,Wyden,KLAC,Purchase,Spouse,"$15,001 - $50,000",KLA Corporation,05-05-2020,04-17-2020
Ron,Wyden,SBUX,Purchase,Spouse,"$15,001 - $50,000",Starbucks Corporation,05-05-2020,04-17-2020
Ron,Wyden,T,Purchase,Spouse,"$15,001 - $50,000",AT&amp;T Inc.,05-05-2020,04-17-2020
Ron,Wyden,VMC,Purchase,Spouse,"$50,001 - $100,000",Vulcan Materials Company,05-05-2020,04-17-2020
Ron,Wyden,AMZN,Purchase,Spouse,"$15,001 - $50,000","Amazon.com, Inc.",05-05-2020,05-01-2020
Ron,Wyden,TEL,Sale (Full),Spouse,"$1,001 - $15,000",TE Connectivity Ltd.,05-05-2020,04-24-2020
Ron,Wyden,JCI,Sale (Full),Spouse,"$1,001 - $15,000",Johnson Controls International plc,05-05-2020,04-24-2020
Ron,Wyden,C,Sale (Full),Spouse,"$1,001 - $15,000",Citigroup Inc.,05-05-2020,04-24-2020
Ron,Wyden,CRWD,Sale (Full),Spouse,"$50,001 - $100,000","CrowdStrike Holdings, Inc.",05-05-2020,04-24-2020
Ron,Wyden,PYPL,Purchase,Spouse,"$50,001 - $100,000","PayPal Holdings, Inc.",05-05-2020,04-23-2020
Ron,Wyden,CRWD,Purchase,Spouse,"$15,001 - $50,000","CrowdStrike Holdings, Inc.",05-05-2020,04-21-2020
Ron,Wyden,NVDA,Purchase,Spouse,"$50,001 - $100,000",NVIDIA Corporation,05-05-2020,04-21-2020
Ron,Wyden,AMZN,Purchase,Spouse,"$50,001 - $100,000","Amazon.com, Inc.",05-05-2020,04-17-2020
Ron,Wyden,UPS,Purchase,Spouse,"$15,001 - $50,000","United Parcel Service, Inc.",05-05-2020,04-08-2020
Ron,Wyden,GOOG,Purchase,Spouse,"$1,001 - $15,000",Alphabet Inc.,05-05-2020,04-08-2020
Ron,Wyden,QSR,Purchase,Spouse,"$1,001 - $15,000",Restaurant Brands International Inc.,05-05-2020,04-06-2020
Ron,Wyden,GRUB,Purchase,Spouse,"$1,001 - $15,000",Grubhub Inc.,05-05-2020,04-06-2020
Ron,Wyden,GOOG,Purchase,Spouse,"$1,001 - $15,000",Alphabet Inc.,05-05-2020,04-06-2020
Ron,Wyden,IRBT,Purchase,Spouse,"$1,001 - $15,000",iRobot Corporation,05-05-2020,04-06-2020
Ron,Wyden,DNKN,Purchase,Spouse,"$1,001 - $15,000","Dunkin' Brands Group, Inc.",05-05-2020,04-06-2020
Ron,Wyden,SBUX,Purchase,Spouse,"$1,001 - $15,000",Starbucks Corporation,05-05-2020,04-06-2020
Ron,Wyden,RDS-B,Purchase,Spouse,"$1,001 - $15,000",Royal Dutch Shell plc,05-05-2020,04-06-2020
Ron,Wyden,T,Purchase,Spouse,"$1,001 - $15,000",AT&amp;T Inc.,05-05-2020,04-06-2020
Ron,Wyden,CSCO,Purchase,Spouse,"$15,001 - $50,000","Cisco Systems, Inc.",05-05-2020,04-06-2020
Ron,Wyden,AMAT,Purchase,Spouse,"$15,001 - $50,000","Applied Materials, Inc.",05-05-2020,04-06-2020
Ron,Wyden,KLAC,Purchase,Spouse,"$15,001 - $50,000",KLA Corporation,05-05-2020,04-06-2020
Ron,Wyden,AVGO,Purchase,Spouse,"$15,001 - $50,000",Broadcom Inc.,05-05-2020,04-06-2020
Ron,Wyden,XOM,Purchase,Spouse,"$15,001 - $50,000",Exxon Mobil Corporation,05-05-2020,04-06-2020
Ron,Wyden,V,Purchase,Spouse,"$15,001 - $50,000",Visa Inc.,05-05-2020,04-06-2020
Ron,Wyden,CAT,Purchase,Spouse,"$15,001 - $50,000",Caterpillar Inc.,05-05-2020,04-06-2020
Ron,Wyden,AMZN,Purchase,Spouse,"$50,001 - $100,000","Amazon.com, Inc.",05-05-2020,04-06-2020
Ron,Wyden,DIS,Purchase,Spouse,"$50,001 - $100,000",The Walt Disney Company,05-05-2020,04-06-2020
Ron,Wyden,N/A,N/A,N/A,Unknown,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,01-03-2019,01-03-2019
Ron,Wyden,N/A,N/A,N/A,Unknown,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,07-06-2017,07-06-2017
Ron,Wyden,N/A,N/A,N/A,Unknown,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,07-02-2014,07-02-2014
Ron,Wyden,N/A,N/A,N/A,Unknown,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,06-05-2013,06-05-2013
